exercise_name,filepath,exercise_type,body_part,equipment,instructions
Dumbbell Lying External Shoulder Rotation,male/Dumbbell-Lying-External-Shoulder-Rotation-(male)_B.mp4,Strength,Shoulders,Dumbbell,"Lie on your side holding a dumbbell in your top hand | Bend your elbow to 90 degrees, keeping upper arm against your side | Rotate your forearm upward, keeping elbow fixed | Lower the dumbbell back down slowly | Repeat for reps"
Dumbbell Lying Rear Lateral Raise,female/Dumbbell-Lying-Rear-Lateral-Raise-(female)_Shoulde.mp4,Strength,Shoulders,Dumbbell,Lie face down on a bench holding dumbbells at your sides | Keep arms slightly bent and raise dumbbells out to the sides | Squeeze shoulder blades together at the top | Lower dumbbells back down slowly
Barbell Wide Grip Upright Row,male/Barbell-Wide-Grip-Upright-Row-(front-POV)_Shoulders_.mp4,Strength,Shoulders,Barbell,Stand upright holding barbell with wide grip | Keep bar close to body and lift elbows upward | Raise bar to chest height | Lower barbell back down slowly
Barbell Standing Close Grip Curl,female/Barbell-Standing-Close-Grip-Curl-(female)_Upper-Ar.mp4,Strength,Upper Arms,Barbell,Stand upright holding barbell with close grip | Keep elbows close to torso | Curl barbell upward toward shoulders | Lower barbell back to starting position
Cable One Arm Tricep Pushdown,female/Cable-One-Arm-Tricep-Pushdown-(female)_Upper-Arms_.mp4,Strength,Upper Arms,Cable,Stand facing cable machine and grasp handle with one hand | Keep elbow close to your side | Push handle down until arm is fully extended | Slowly return to starting position | Repeat for reps
Band Seated Leg Extension,female/Band-Seated-Leg-Extension-(female)_Thighs.mp4,Strength,Thighs,Band,"Sit on a chair with a band looped around your ankles | Keep your back straight and feet flat on the floor | Extend one leg forward against the band's resistance | Hold briefly, then lower back down | Repeat on the other leg"
Dumbbell Wood Chop,female/Dumbbell-Wood-Chop-(female)_Waist_.mp4,Strength,Waist,Dumbbell,Stand with feet shoulder-width apart holding a dumbbell with both hands | Start with the dumbbell above one shoulder | Rotate your torso and bring the dumbbell diagonally across your body toward the opposite hip | Return to the starting position | Repeat on both sides
Cable Kneeling Triceps Extension,female/Cable-Kneeling-Triceps-Extension-(female)_Upper-Ar.mp4,Strength,Upper Arms,Cable,"Attach rope to high pulley | Kneel facing the cable machine | Grip rope with both hands overhead | Extend arms forward, straightening elbows | Slowly return to starting position"
Dumbbell Bent Over Y Raise,male/Dumbbell-Bent-over-Y-Raise-(male)_Shoulders_.mp4,Strength,Shoulders,Dumbbell,"Stand with feet hip-width apart holding dumbbells | Bend at hips, keeping back flat and chest up | Let arms hang down, palms facing each other | Raise arms in a Y shape until in line with ears | Lower arms back down with control"
Barbell Front Rack Lunge,female/Barbell-Front-Rack-Lunge-(female)_Thighs_.mp4,Strength,Thighs,Barbell,Stand with barbell in front rack position | Step forward with one leg and lower into a lunge | Keep chest up and knee behind toes | Push back to starting position | Repeat on other leg
Dumbbell Static Lunge,female/Dumbbell-Static-Lunge-(female)_Thighs_.mp4,Strength,Thighs,Dumbbell,Stand upright holding dumbbells at your sides | Step one foot forward and keep it planted | Lower your body until both knees are bent at 90 degrees | Push through your front heel to return to starting position | Repeat on the other leg
Dumbbell Alternate Side Press,female/Dumbbell-Alternate-Side-Press-(female)_Shoulders_.mp4,Strength,Shoulders,Dumbbell,Stand with feet shoulder-width apart holding dumbbells at shoulders | Press one dumbbell overhead while keeping the other at shoulder level | Lower the dumbbell back to shoulder | Alternate and press the other dumbbell overhead | Repeat for desired reps
Dumbbell Lying Alternate Extension,male/Dumbbell-Lying-Alternate-Extension_Upper-Arms-FIX_.mp4,Strength,Upper Arms,Dumbbell,"Lie on a bench holding dumbbells above chest | Keep arms extended, palms facing in | Lower one dumbbell toward your ear, keeping upper arm still | Extend arm back up | Alternate arms with each repetition"
Ez Barbell Spider Curl,female/EZ-Barbell-Spider-Curl-(female)_Upper-Arms_.mp4,Strength,Upper Arms,EZ Barbell,Lie chest-down on an incline bench | Hold EZ barbell with underhand grip | Let arms hang straight down | Curl the bar up towards your shoulders | Lower slowly to starting position
Resistance Band Triceps Pushdown,female/Resistance-Band-Triceps-Pushdown-(female)_Upper-Ar.mp4,Strength,Upper Arms,Resistance Band,"Attach band overhead and hold ends | Stand upright with elbows at sides | Push band down by straightening arms | Pause, then slowly return to start"
Cable Seated Wide Grip Row,male/Cable-Seated-Wide-grip-Row_Back-FIX_.mp4,Strength,Back,Cable,"Sit at the cable row machine with feet on the platform | Grasp the wide grip handle with both hands | Pull the handle towards your torso, squeezing your shoulder blades together | Slowly extend your arms to return to starting position"
Dumbbell One Arm Snatch,female/Dumbbell-One-Arm-Snatch-(female)_Weightlifting_.mp4,Strength,Full body,Dumbbell,"Stand with feet shoulder-width apart holding a dumbbell in one hand | Lower into a squat, letting the dumbbell hang between your knees | Explosively drive through your legs and pull the dumbbell upward | Extend your arm overhead in one motion | Lower the dumbbell back to the starting position"
Band Kneeling Preacher Curl,female/Band-Kneeling-Preacher-Curl-(female)_Upper-Arms_.mp4,Strength,Upper Arms,Band,Attach band under knees and hold handles | Kneel and rest upper arms on a bench | Curl hands toward shoulders | Squeeze biceps at top | Lower slowly to start
Dumbbell Decline Fly,female/Dumbbell-Decline-Fly-(female)_Chest_.mp4,Strength,Chest,Dumbbell,Lie on a decline bench holding dumbbells above chest | Keep a slight bend in elbows | Lower dumbbells out to sides in an arc | Bring dumbbells back together above chest
Barbell Rack Pull,female/Barbell-Rack-Pull-(female)_Hips_.mp4,Strength,Back,Barbell,Set barbell on rack at knee height | Stand with feet shoulder-width apart | Grip barbell with both hands | Lift bar by extending hips and knees | Lower bar back to rack position
Barbell Rear Delt Raise,female/Barbell-Rear-Delt-Raise-(female)_shoulder.mp4,Strength,Shoulders,Barbell,"Stand with feet shoulder-width apart holding a barbell | Bend forward at the hips, keeping back straight | Let the barbell hang at arm’s length | Raise the barbell out to the sides until arms are parallel to the floor | Lower slowly to starting position"
Lever Front Pulldown,female/Lever-Front-Pulldown-(female)_Back_.mp4,Strength,Back,Leverage machine,Sit at the machine and grip handles overhead | Pull handles down toward your chest | Squeeze shoulder blades together | Slowly return handles to starting position
Smith Deadlift,female/Smith-Deadlift-(female)_Hips.mp4,Strength,Hips,Smith machine,"Set bar on Smith machine to mid-shin height | Stand with feet hip-width apart, grip bar | Keep back straight, lift bar by extending hips and knees | Lower bar back to starting position"
Dumbbell Sumo Deadlift,male/Dumbbell-Sumo-Deadlift-(male)_Hips_.mp4,Strength,Hips,Dumbbell,Stand with feet wide and toes pointed out | Hold a dumbbell with both hands between your legs | Lower your hips and bend your knees to squat down | Keep your back straight and chest up | Push through your heels to stand back up
Barbell Seated Behind Head Military Press,female/Barbell-Seated-Behind-Head-Military-Press-(female)_Shoulders.mp4,Strength,Shoulders,Barbell,Sit on a bench with back support | Grip barbell wider than shoulder-width | Lower barbell behind your head to neck level | Press barbell upward until arms are extended | Lower and repeat
Dumbbell Standing Kick,female/Dumbbell-Standing-Kickback-(female)_Upper-Arms.mp4,Strength,Hips,Dumbbell,Stand upright holding dumbbells at your sides | Shift weight to one leg | Kick the opposite leg forward while keeping your core engaged | Lower leg back down and repeat | Switch legs after desired reps
Walking On Stepmill,female/Walking-on-Stepmill-(female)_Thighs_.mp4,Aerobic,Cardio,Leverage machine,"Step onto the stepmill | Select desired speed and resistance | Walk continuously, lifting feet with each step | Maintain upright posture and steady pace"
Dumbbell Incline Biceps Curl,female/Dumbbell-Incline-Biceps-Curl-(female)_Upper-Arms.mp4,Strength,Upper Arms,Dumbbell,"Set an incline bench to 45 degrees and sit back | Hold a dumbbell in each hand, arms hanging down | Curl the weights up toward your shoulders | Lower the dumbbells slowly back to starting position"
Barbell Straight Leg Deadlift,female/Barbell-Straight-Leg-Deadlift-(female)_Thighs.mp4,Strength,Hips,Barbell,"Stand with feet hip-width apart holding barbell | Keep legs straight, hinge at hips to lower barbell | Lower until you feel a stretch in hamstrings | Return to standing position"
Battling Ropes,female/Battling-Ropes-(female).mp4,Aerobic,Full body,Battling Rope,Stand with feet shoulder-width apart | Grip the rope handles firmly | Move arms up and down rapidly to create waves | Keep core engaged and knees slightly bent | Continue for desired time
Lever Lying Leg Curl,male/Lever-Lying-Leg-Curl_Thighs-FIX_.mp4,Strength,Thighs,Leverage machine,Lie face down on the machine | Position ankles under the padded lever | Grip the handles for support | Curl your legs upward toward your glutes | Lower slowly to starting position
Cable Seated Single Arm Chest Press,female/Cable-Seated-Single-Arm-Chest-Press-(female)_Chest.mp4,Strength,Chest,Cable,"Sit on a bench facing away from the cable machine | Grasp the handle with one hand at chest level | Press the handle forward until your arm is extended | Slowly return to the starting position | Repeat for reps, then switch arms"
Dumbbell Side Bend,male/Dumbbell-Side-Bend_Waist-FIX_.mp4,Strength,Waist,Dumbbell,"Stand upright holding a dumbbell at your side | Keep your feet shoulder-width apart | Slowly bend sideways at the waist, lowering the dumbbell toward your knee | Return to the starting position | Repeat on the other side"
Resistance Band Standing Wood Chopper,female/Resistance-Band-Standing-Wood-Chopper-(female)_Wai.mp4,Strength,Waist,Resistance Band,"Attach band low to a sturdy anchor | Stand sideways to anchor, feet shoulder-width apart | Grasp band with both hands, arms extended | Pull band diagonally across body to opposite shoulder | Return slowly to start position"
Lever Rotary Calf,female/Lever-Rotary-Calf-(female)_Calves_.mp4,Strength,Calves,Leverage machine,Sit on the lever rotary calf machine | Place feet on the platform with toes pointing forward | Adjust pads to rest on your thighs | Push through the balls of your feet to raise the lever | Slowly lower back to starting position
Reverse Grip Pull Up,male/Reverse-grip-Pull-up_Back-FIX_.mp4,Strength,Back,Body weight,Grab pull-up bar with underhand grip | Hang with arms fully extended | Pull chest up toward the bar | Lower yourself back down with control
Band Low Alternate Chest Press,female/Band-Low-Alternate-Chest-Press-(female)_Chest_.mp4,Strength,Chest,Resistance Band,"Anchor band low behind you | Hold handles at chest level | Step forward into a staggered stance | Press one arm forward and up, alternating arms | Return to start and repeat"
Cable Overhead Triceps Extension,male/Cable-Overhead-Triceps-Extension-(rope-attachment)_Upper-Arms-FIX_.mp4,Strength,Upper Arms,Cable,Stand facing away from cable machine holding rope overhead | Keep elbows close to head | Extend arms forward to straighten elbows | Slowly return to starting position
Dumbbell Incline Row,male/Dumbbell-Incline-Row_Back-FIX2_.mp4,Strength,Back,Dumbbell,"Set an incline bench to 30-45 degrees | Lie chest-down on the bench holding dumbbells | Let arms hang straight down | Pull dumbbells up toward your sides, squeezing shoulder blades | Lower weights back to starting position"
Dumbbell Seated Calf Raise,female/Dumbbell-Seated-Calf-Raise-(female)_Calves.mp4,Strength,Calves,Dumbbell,"Sit on a bench with feet flat on the floor | Place dumbbells on your knees | Raise your heels as high as possible | Pause, then lower heels back down"
Weighted Twisting Crunch,male/Weighted-Twisting-Crunch-(on-bench)-(male)_Waist_.mp4,Strength,Waist,Dumbbell,"Lie on your back with knees bent, holding a dumbbell on your chest | Crunch up, twisting your torso to one side | Lower back down | Repeat, twisting to the other side"
Dumbbell One Arm Kick,female/Dumbbell-One-Arm-Kickback-(female)_Upper-Arms_.mp4,Strength,Upper Arms,Dumbbell,"Stand with knees slightly bent, holding a dumbbell in one hand | Bend forward at the waist, keeping your back straight | Raise your upper arm so your elbow is at a 90-degree angle | Extend your arm backward, straightening it fully | Return to starting position and repeat"
Barbell Sumo Deadlift,male/Barbell-Sumo-Deadlift_Hips-FIX_.mp4,Strength,Hips,Barbell,"Stand with feet wide and toes out | Grip barbell with hands inside knees | Keep back straight and chest up | Push through heels to lift bar | Stand up fully, then lower bar back down"
Kettlebell Standing Calf Raise,female/Kettlebell-Standing-Calf-Raise-(female)_Calves_.mp4,Strength,Calves,Kettlebell,Stand upright holding a kettlebell in each hand | Position feet shoulder-width apart | Raise your heels to stand on your toes | Hold briefly at the top | Lower heels back down to starting position
Barbell Front Raise,female/Barbell-Front-Raise-(female)_Shoulders.mp4,Strength,Shoulders,Barbell,Stand upright holding barbell in front of thighs | Keep arms straight and core tight | Lift barbell to shoulder height | Lower slowly back to starting position
Lever Stepper,male/Lever-Stepper-(male)_Cardio_.mp4,Aerobic,Cardio,Leverage machine,Stand on the lever stepper machine | Grip the handles for support | Step up and down in a walking motion | Maintain a steady pace throughout | Cool down after finishing
Barbell Seated Calf Raise,female/Barbell-Seated-Calf-Raise-(female)_Calves_.mp4,Strength,Calves,Barbell,"Sit on a bench with feet flat on the floor | Place a barbell across your thighs above your knees | Raise your heels as high as possible by pushing through the balls of your feet | Pause at the top, then lower your heels back down"
Cable Upright Row,male/Cable-Upright-Row_Shoulders-FIX2_.mp4,Strength,Shoulders,Cable,"Stand facing the cable machine and grasp the handle with both hands | Keep your back straight and arms extended down | Pull the handle upward to chest height, keeping elbows higher than wrists | Lower the handle back down slowly"
Dumbbell Peacher Hammer Curl,female/Dumbbell-Peacher-Hammer-Curl-(female)_Forearms_.mp4,Strength,Upper Arms,Dumbbell,"Sit at a preacher bench holding dumbbells with neutral grip | Rest upper arms on the pad | Curl the dumbbells up while keeping elbows stationary | Squeeze at the top, then lower slowly"
Suspender Arm Curl,male/Suspender-Arm-Curl-(male)_Upper-Arms_.mp4,Strength,Upper Arms,Suspension,"Grip the suspension straps with palms facing up | Lean back with arms extended | Curl your hands toward your shoulders, keeping elbows steady | Squeeze biceps at the top | Lower back to starting position"
Band Pull Through,female/Band-pull-through-(female)_Hips.mp4,Strength,Hips,Resistance Band,"Anchor band low behind you and straddle it | Hold handles or ends between legs | Step forward to create tension | Hinge at hips, pushing hips back | Thrust hips forward to stand upright"
Lever Kneeling Leg Curl,female/Lever-Kneeling-Leg-Curl-(plate-loaded)-(female)_Thighs.mp4,Strength,Thighs,Leverage machine,Adjust the machine and kneel on the pad | Place your lower legs under the lever pad | Grip the handles for support | Curl your legs upward by flexing your knees | Slowly return to starting position
Lever Lying Crunch,female/Lever-Lying-Crunch-(VERSION-2)-(female)_Waist.mp4,Strength,Waist,Leverage machine,"Lie on the machine bench with feet secured | Grip the handles or position arms as instructed | Contract your abs to lift your upper body | Pause at the top, then lower back down slowly"
Band Low Chest Press,female/Band-Low-Chest-Press-(female)_Chest_.mp4,Strength,Chest,Band,Anchor band low behind you | Hold handles at chest level | Step forward to create tension | Press handles forward and upward | Return slowly to starting position
Cable Front Seated Row,male/Cable-Front-Seated-Row-(male)_Back_.mp4,Strength,Back,Cable,"Sit at the cable row machine with feet on the platform | Grasp the handle with both hands | Pull the handle towards your torso, squeezing your back | Slowly return to starting position"
Cable Curl,male/Cable-Curl-(male)_Upper-Arms-FIX_.mp4,Strength,Upper Arms,Cable,Stand facing cable machine holding handle with palms up | Keep elbows close to sides | Curl handle toward shoulders | Squeeze biceps at top | Lower handle slowly to starting position
Trap Bar Farmers Carry,female/Trap-Bar-Farmers-Carry-(female)_Thighs_.mp4,Strength,Full body,Trap bar,"Load the trap bar and stand inside it | Grip the handles firmly and lift the bar by standing up straight | Walk forward with controlled steps, keeping your core tight and shoulders back | Continue for desired distance or time | Set the trap bar down safely"
Cable Kneeling Crunch,female/Cable-Kneeling-Crunch-(female)_Waist_.mp4,Strength,Waist,Cable,"Attach rope to high pulley | Kneel facing cable machine, hold rope at sides of head | Crunch down, bringing elbows toward knees | Return slowly to starting position"
Lever Shrug,female/Lever-Shrug-(plate-loaded)-(female)_Back.mp4,Strength,Shoulders,Leverage machine,Stand facing the leverage machine | Grasp the handles with arms at your sides | Lift your shoulders straight up towards your ears | Hold briefly at the top | Lower your shoulders back down
Dumbbell Prone Incline Hammer Curl,female/Dumbbell-Prone-Incline-Hammer-Curl-(female)_Upper-.mp4,Strength,Upper Arms,Dumbbell,"Set an incline bench to 45 degrees and lie face down | Hold dumbbells with a neutral grip (palms facing each other) | Curl the weights toward your shoulders, keeping elbows close to your body | Lower the dumbbells back down with control | Repeat"
Kettlebell Romanian Deadlift,female/Kettlebell-Romanian-Deadlift-(female)_Hips_.mp4,Strength,Hips,Kettlebell,Stand with feet hip-width apart holding kettlebell | Keep knees slightly bent and back straight | Hinge at hips to lower kettlebell down front of legs | Stop when you feel a stretch in hamstrings | Return to standing position
Lever One Leg Extension,female/Lever-One-Leg-Extension-(female)_Thighs_.mp4,Strength,Thighs,Leverage machine,"Sit on the machine and adjust the pad to your ankle | Select the desired weight | Extend one leg upward, straightening your knee | Pause, then lower back slowly | Repeat for reps, then switch legs"
Kettlebell Swing,male/Kettlebell-Swing_Hips-FIX2_.mp4,Strength,Hips,Kettlebell,Stand with feet shoulder-width apart holding kettlebell | Hinge at hips and swing kettlebell back between legs | Thrust hips forward to swing kettlebell up to chest level | Let kettlebell swing back down and repeat
Cable Standing Up Straight Crossovers,female/Cable-Standing-Up-Straight-Crossovers-(female)_Che.mp4,Strength,Chest,Cable,"Set cables at lowest position on both sides | Stand upright, grab handles with arms outstretched | Pull handles upward and across your body, crossing hands in front of chest | Slowly return to starting position | Repeat"
Dumbbell Deadlift,male/Dumbbell-Deadlift_Hips.mp4,Strength,Hips,Dumbbell,Stand with feet hip-width apart holding dumbbells | Keep back straight and bend at hips and knees | Lower dumbbells toward the floor | Push through heels to stand back up | Repeat
Dumbbell Lunge,male/Dumbbell-Lunge_Hips-FIX2_.mp4,Strength,Thighs,Dumbbell,Stand upright holding dumbbells at your sides | Step forward with one leg and lower your body until both knees are bent at 90 degrees | Push through your front heel to return to starting position | Repeat on the other leg
Walk Wave Machine,female/Walk-Wave-Machine-(female)_Cardio.mp4,Aerobic,Full body,Leverage machine,Stand on the wave machine platform | Hold the handles for balance | Start the machine and walk in place as the platform moves | Maintain a steady pace | Step off carefully when finished
Band Lateral Raise,female/Band-Lateral-Raise-(female)_Shoulders_.mp4,Strength,Shoulders,"Band, Resistance Band",Stand on the band with feet shoulder-width apart | Hold handles at your sides with palms facing in | Raise arms out to the sides until shoulder height | Lower arms back down slowly | Repeat
Hanging Straight Leg Raise,male/Hanging-Straight-Leg-Raise_Hips-FIX_.mp4,Strength,Waist,Body weight,Hang from a pull-up bar with arms extended | Keep legs straight and together | Raise legs up to hip level or higher | Lower legs back down slowly | Repeat
Hammer Grip Pull Up On Dip Cage,female/Hammer-Grip-Pull-up-on-Dip-Cage-(female)_Back.mp4,Strength,Back,Body weight,Grip the dip cage handles with palms facing each other | Hang with arms fully extended | Pull your chest up towards the handles | Lower yourself back down with control | Repeat
Barbell Drag Curl,male/Barbell-Drag-Curl_Upper-Arms-FIX_.mp4,Strength,Upper Arms,Barbell,Stand holding a barbell with an underhand grip | Keep elbows close to your body | Drag the barbell up along your torso by pulling elbows back | Squeeze biceps at the top | Lower barbell back down slowly
Hanging Oblique Knee Raise,female/Hanging-Oblique-Knee-Raise-(female)_Waist.mp4,Strength,Waist,Body weight,"Hang from a pull-up bar with arms extended | Engage your core and bend knees | Raise knees toward one side of your body | Lower legs back down | Repeat, alternating sides"
Dumbbell Lying On Floor Hammer Press,female/Dumbbell-Lying-on-Floor-Hammer-Press-(female)_Ches.mp4,Strength,Chest,Dumbbell,Lie on your back on the floor holding dumbbells at your sides | Keep palms facing each other (neutral grip) | Press the dumbbells upward until arms are extended | Lower the dumbbells back to starting position | Repeat
Dumbbell Squeeze Bench Press,female/Dumbbell-Squeeze-Bench-Press-(female)_Chest_.mp4,Strength,Chest,Dumbbell,Lie on a bench holding two dumbbells together over your chest | Squeeze the dumbbells together throughout the movement | Lower the dumbbells to your chest while keeping them pressed together | Press the dumbbells back up to the starting position
Lever Seated Twist,female/Lever-Seated-Twist-(female)_Waist_.mp4,Strength,Waist,Leverage machine,"Sit on the lever machine and grip handles | Keep your back straight and feet flat | Rotate your torso to one side | Return to center, then twist to the other side"
Dumbbell Curtsey Lunge,male/Dumbbell-Curtsey-Lunge-(male)_Thighs_.mp4,Strength,Thighs,Dumbbell,Stand upright holding dumbbells at your sides | Step one leg diagonally behind you into a curtsey position | Lower your body until your front thigh is parallel to the floor | Push through your front heel to return to starting position | Repeat on the other side
Ez Barbell Curl,male/EZ-Barbell-Curl_Upper-Arms-FIX_.mp4,Strength,Upper Arms,EZ Barbell,Stand holding EZ barbell with underhand grip | Keep elbows close to sides | Curl bar up toward shoulders | Lower bar back down slowly | Repeat
Kettlebell One Arm Clean And Jerk,female/Kettlebell-One-Arm-Clean-and-Jerk-(female)_Shoulde.mp4,Strength,Full body,Kettlebell,Stand with feet shoulder-width apart holding a kettlebell in one hand | Swing the kettlebell back between your legs | Explosively pull it up to your shoulder (clean) | Dip your knees and press the kettlebell overhead (jerk) | Lower the kettlebell and repeat
Kettlebell Deadlift,male/Kettlebell-deadlift_Hips_.mp4,Strength,Hips,Kettlebell,"Stand with feet hip-width apart and kettlebell between feet | Bend at hips and knees to grip kettlebell with both hands | Keep back straight and chest up | Push through heels to stand up, lifting kettlebell | Lower kettlebell back to the ground with control"
Chest Bench Press Butt,female/Chest-Bench-Press---Butt-(WRONG-RIGHT)-(female)_.mp4,Strength,Chest,Barbell,Lie on a bench with feet flat on the floor | Grip the barbell with hands shoulder-width apart | Lower the barbell to your chest | Press the barbell back up to starting position
Power Sled Push,male/Power-Sled-Push-(male).mp4,Strength,Full body,Power Sled,"Load the sled with desired weight | Stand behind the sled, grip handles firmly | Lean forward and drive through your legs | Push the sled forward for the set distance"
Walking On Treadmill,female/Walking-on-Treadmill_Cardio.mp4,Aerobic,Cardio,Leverage machine,Step onto the treadmill and stand upright | Set desired speed and incline | Start walking at a comfortable pace | Maintain good posture and steady breathing | Cool down before stopping
Dumbbell High Curl,female/Dumbbell-High-Curl-(female)_Upper-Arms_.mp4,Strength,Upper Arms,Dumbbell,"Stand upright holding dumbbells at your sides | Curl the dumbbells upward toward your shoulders, keeping elbows high | Squeeze at the top | Lower the dumbbells back down slowly"
Dumbbell Incline Fly On Exercise Ball,female/Dumbbell-Incline-Fly-on-Exercise-Ball-(female)_Chest.mp4,Strength,Chest,"Dumbbell, Stability ball",Sit on stability ball holding dumbbells | Walk feet forward and lean back until upper back rests on ball | Hold dumbbells above chest with arms slightly bent | Lower arms out to sides in a wide arc | Bring dumbbells back together above chest
Cable Decline Fly,male/Cable-Decline-Fly_Chest-FIX_.mp4,Strength,Chest,Cable,"Set cables above shoulder height | Grasp handles and step forward on a decline bench | With elbows slightly bent, bring handles together in a wide arc | Squeeze chest at the top | Slowly return to starting position"
Cable Lying Bicep Curl,female/Cable-Lying-Bicep-Curl-(female)_Upper-Arms_.mp4,Strength,Upper Arms,Cable,Lie on a bench facing up with feet flat | Grasp cable handles with palms facing up | Keep elbows close to sides and curl handles toward shoulders | Squeeze biceps at the top | Lower handles back to starting position
Lever One Arm Lateral High Row,female/Lever-One-Arm-Lateral-High-Row-(female)_Back_.mp4,Strength,Back,Leverage machine,"Adjust the seat and grip the handle with one hand | Sit with chest against the pad and feet flat | Pull the handle towards your side, squeezing your back | Slowly return to starting position"
Cable One Arm Lat Pulldown,female/Cable-One-Arm-Lat-Pulldown-(female)_back-FIX_.mp4,Strength,Back,Cable,"Attach a single handle to the high pulley | Sit or stand facing the machine, grasp handle with one hand | Pull handle down towards your shoulder, squeezing your back | Slowly return to starting position | Repeat for reps"
Band Standing Rear Delt Row,female/Band-standing-rear-delt-row-(female)_Shoulders.mp4,Strength,Shoulders,Band,"Stand on the band with feet shoulder-width apart | Hold handles with palms facing in | Pull the band up and out to the sides, elbows high | Squeeze shoulder blades together | Lower arms back down"
Cable High Pulley Overhead Tricep Extension,male/Cable-High-Pulley-Overhead-Tricep-Extension_Upper-Arms.mp4,Strength,Upper Arms,Cable,"Stand facing away from high pulley | Grasp cable handle with both hands overhead | Step forward and lean slightly | Extend arms forward, straightening elbows | Slowly return to starting position"
Dumbbell Rear Delt Raise,female/Dumbbell-Rear-Delt-Raise-(female)_Shoulders_.mp4,Strength,Shoulders,Dumbbell,"Stand with feet shoulder-width apart holding dumbbells | Bend forward at the hips, keeping back flat | With a slight bend in elbows, raise dumbbells out to sides | Squeeze shoulder blades together at the top | Lower weights back down with control"
Barbell Incline Bench Press,male/Barbell-Incline-Bench-Press_Chest-FIX2_.mp4,Strength,Chest,Barbell,Lie on an incline bench | Grip the barbell with hands shoulder-width apart | Lower the barbell to your upper chest | Press the barbell back up to starting position
Barbell Standing Twist,male/Barbell-Standing-Twist_Waist_.mp4,Strength,Waist,Barbell,Stand upright holding barbell across shoulders | Keep feet shoulder-width apart | Rotate your torso to one side | Return to center and twist to the other side | Repeat for desired reps
Dumbbell Incline Squeeze Press,female/Dumbbell-Incline-Squeeze-Press-(female)_Upper-Arms.mp4,Strength,Chest,Dumbbell,"Set an incline bench and lie back holding dumbbells together above chest | Squeeze dumbbells together throughout the movement | Lower dumbbells to chest while maintaining squeeze | Press back up, keeping dumbbells pressed together"
